tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,player_id,player_seed,player_entry,player_name,player_hand,player_ht,player_ioc,player_age,player_rank,player_rank_points,opponent_id,opponent_seed,opponent_entry,opponent_name,opponent_hand,opponent_ht,opponent_ioc,opponent_age,opponent_rank,opponent_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2025-5014,Shanghai,Hard,96,M,20250924,,208659,32,,Giovanni Mpetshi Perricard,R,203,FRA,22.215,36,1275,126203,5,,Taylor Fritz,R,196,USA,27.907,5,4675,6-4 7-5,3,R32,85,12,2,57,40,32,13,11,0,0,9,1,61,42,33,11,11,4,6
2025-5014,Shanghai,Hard,96,M,20250924,,208029,10,,Holger Rune,R,188,DEN,22.407,11,3090,200005,21,,Ugo Humbert,L,188,FRA,27.247,24,2045,6-4 6-4,3,R32,94,6,2,52,31,25,14,10,0,1,6,4,54,30,23,11,10,2,5
2025-5014,Shanghai,Hard,96,M,20250924,,200267,,,Zizou Bergs,R,185,BEL,26.311,45,1089,202103,19,,Francisco Cerundolo,R,185,ARG,27.116,21,2135,7-6(1) 6-3,3,R32,130,6,2,76,45,36,13,11,6,8,9,3,80,44,27,17,10,8,11
2025-5014,Shanghai,Hard,96,M,20250924,,200473,,,Valentin Vacherot,R,193,MON,26.856,202,263,207830,20,,Tomas Machac,R,183,CZE,24.947,22,2110,6-0 3-1 RET,3,R32,53,3,0,26,16,13,9,5,0,0,1,1,52,31,17,6,5,9,13
2025-5014,Shanghai,Hard,96,M,20250924,,209113,31,,Gabriel Diallo,R,203,CAN,24,35,1308,105676,,,David Goffin,R,180,BEL,34.798,87,734,3-0 RET,3,R32,10,4,0,10,8,6,2,2,0,0,0,1,8,4,3,0,1,0,1
2025-5014,Shanghai,Hard,96,M,20250924,,144719,,,Jaume Munar,R,183,ESP,28.389,40,1138,106415,,,Yoshihito Nishioka,L,170,JPN,29.993,157,374,6-4 5-7 6-1,3,R32,148,12,1,98,69,51,14,15,8,11,3,2,74,49,36,7,14,3,8
2025-5014,Shanghai,Hard,96,M,20250924,,134868,27,,Tallon Griekspoor,R,188,NED,29.229,31,1565,206173,2,,Jannik Sinner,R,191,ITA,24.107,2,10780,6-7(3) 7-5 3-2 RET,3,R32,156,17,1,99,68,53,15,14,6,6,10,2,79,59,44,15,15,1,3
2025-5014,Shanghai,Hard,96,M,20250924,,200282,7,,Alex de Minaur,R,183,AUS,26.601,8,3545,111794,,,Kamil Majchrzak,R,183,POL,29.697,65,868,6-1 7-5,3,R32,87,4,0,45,31,24,10,9,1,2,8,3,75,45,28,10,10,6,11
2025-5014,Shanghai,Hard,96,M,20250924,,200000,12,,Felix Auger-Aliassime,R,193,CAN,25.128,13,2755,207411,,,Jesper de Jong,R,180,NED,25.317,79,784,6-4 7-5,3,R32,100,7,3,63,39,30,15,11,3,4,3,1,57,40,29,9,11,1,4
2025-5014,Shanghai,Hard,96,M,20250924,,132686,,,Nuno Borges,R,185,POR,28.594,51,995,209992,,,Juncheng Shang,L,180,CHN,20.641,238,235,7-6(5) 4-6 6-3,3,R32,147,17,6,101,67,51,17,16,3,5,6,0,93,70,51,11,15,2,4
2025-5014,Shanghai,Hard,96,M,20250924,,208103,15,,Jiri Lehecka,R,185,CZE,23.877,17,2415,133430,23,,Denis Shapovalov,L,185,CAN,26.445,26,1838,6-4 6-4,3,R32,93,5,2,56,35,26,12,10,1,3,8,6,75,47,30,11,10,10,14
2025-5014,Shanghai,Hard,96,M,20250924,,126239,,,Arthur Rinderknech,R,196,FRA,30.174,54,932,100644,3,,Alexander Zverev,R,198,GER,28.43,3,5930,4-6 6-3 6-2,3,R32,132,7,1,78,54,40,18,14,6,7,7,2,71,52,37,9,13,3,6
2025-5014,Shanghai,Hard,96,M,20250924,,207518,8,,Lorenzo Musetti,R,185,ITA,23.562,9,3505,209260,26,,Luciano Darderi,R,183,ITA,23.608,30,1584,7-5 7-6(1),3,R32,131,11,2,87,63,43,13,12,6,8,2,2,77,48,37,9,12,5,8
2025-5014,Shanghai,Hard,96,M,20250924,,106421,16,,Daniil Medvedev,R,198,RUS,29.618,18,2410,200221,18,,Alejandro Davidovich Fokina,R,180,ESP,26.305,20,2225,6-3 7-6(5),3,R32,111,9,1,61,35,33,15,11,1,1,1,2,80,53,38,11,10,8,9
2025-5014,Shanghai,Hard,96,M,20250924,,210530,,,Learner Tien,L,180,USA,19.811,52,985,111815,30,,Cameron Norrie,L,188,GBR,30.089,34,1397,7-6(4) 6-3,3,R32,107,4,4,74,46,34,13,10,8,10,3,1,69,48,34,4,11,2,6
2025-5014,Shanghai,Hard,96,M,20250924,,200267,,,Zizou Bergs,R,185,BEL,26.311,45,1089,209113,31,,Gabriel Diallo,R,203,CAN,24,35,1308,3-6 7-5 7-6(8),3,R16,168,10,3,101,66,47,21,16,2,5,10,3,100,75,57,10,17,1,4
2025-5014,Shanghai,Hard,96,M,20250924,,208029,10,,Holger Rune,R,188,DEN,22.407,11,3090,208659,32,,Giovanni Mpetshi Perricard,R,203,FRA,22.215,36,1275,6-4 6-7(7) 6-3,3,R16,148,9,0,93,59,48,24,16,3,3,16,5,96,63,47,19,15,5,7
2025-5014,Shanghai,Hard,96,M,20250924,,104925,4,,Novak Djokovic,R,188,SRB,38.344,4,4830,144719,,,Jaume Munar,R,183,ESP,28.389,40,1138,6-3 5-7 6-2,3,R16,161,3,0,84,58,44,16,15,1,2,3,0,86,49,29,26,14,5,8
2025-5014,Shanghai,Hard,96,M,20250924,,200473,,,Valentin Vacherot,R,193,MON,26.856,202,263,134868,27,,Tallon Griekspoor,R,188,NED,29.229,31,1565,4-6 7-6(1) 6-4,3,R16,142,13,1,103,71,53,19,16,6,7,11,1,81,60,48,14,16,3,4
2025-5014,Shanghai,Hard,96,M,20250924,,200282,7,,Alex de Minaur,R,183,AUS,26.601,8,3545,132686,,,Nuno Borges,R,185,POR,28.594,51,995,7-5 6-2,3,R16,107,2,0,54,33,26,17,10,3,3,2,0,86,56,36,11,10,9,12
2025-5014,Shanghai,Hard,96,M,20250924,,126239,,,Arthur Rinderknech,R,196,FRA,30.174,54,932,208103,15,,Jiri Lehecka,R,185,CZE,23.877,17,2415,6-3 7-6(5),3,R16,91,9,0,56,44,41,8,11,0,0,3,2,65,41,33,12,10,2,3
2025-5014,Shanghai,Hard,96,M,20250924,,200000,12,,Felix Auger-Aliassime,R,193,CAN,25.128,13,2755,207518,8,,Lorenzo Musetti,R,185,ITA,23.562,9,3505,6-4 6-2,3,R16,85,6,1,53,41,31,7,9,3,3,3,0,58,39,23,11,9,3,6
2025-5014,Shanghai,Hard,96,M,20250924,,106421,16,,Daniil Medvedev,R,198,RUS,29.618,18,2410,210530,,,Learner Tien,L,180,USA,19.811,52,985,7-6(6) 6-7(1) 6-4,3,R16,172,10,11,111,75,59,10,17,2,5,2,3,114,76,48,23,17,8,12
2025-5014,Shanghai,Hard,96,M,20250924,,200473,,,Valentin Vacherot,R,193,MON,26.856,202,263,208029,10,,Holger Rune,R,188,DEN,22.407,11,3090,2-6 7-6(4) 6-4,3,QF,179,7,1,121,83,54,19,15,7,10,12,4,98,67,49,13,15,2,4
2025-5014,Shanghai,Hard,96,M,20250924,,104925,4,,Novak Djokovic,R,188,SRB,38.344,4,4830,200267,,,Zizou Bergs,R,185,BEL,26.311,45,1089,6-3 7-5,3,QF,110,6,1,67,49,39,8,11,4,5,7,4,64,42,32,7,10,6,9
2025-5014,Shanghai,Hard,96,M,20250924,,126239,,,Arthur Rinderknech,R,196,FRA,30.174,54,932,200000,12,,Felix Auger-Aliassime,R,193,CAN,25.128,13,2755,6-3 6-4,3,QF,88,5,1,54,34,29,13,10,3,3,8,3,57,41,26,10,9,0,2
2025-5014,Shanghai,Hard,96,M,20250924,,106421,16,,Daniil Medvedev,R,198,RUS,29.618,18,2410,200282,7,,Alex de Minaur,R,183,AUS,26.601,8,3545,6-4 6-4,3,QF,113,5,6,69,42,33,14,10,6,6,1,1,71,49,34,8,10,4,6
2025-5014,Shanghai,Hard,96,M,20250924,,200473,,,Valentin Vacherot,R,193,MON,26.856,202,263,104925,4,,Novak Djokovic,R,188,SRB,38.344,4,4830,6-3 6-4,3,SF,113,5,6,69,42,33,14,10,6,6,1,1,71,49,34,8,10,4,6
2025-5014,Shanghai,Hard,96,M,20250924,,126239,,,Arthur Rinderknech,R,196,FRA,30.174,54,932,106421,16,,Daniil Medvedev,R,198,RUS,29.618,18,2410,4-6 6-2 6-4,3,SF,149,12,6,111,75,51,18,14,10,11,11,4,78,51,39,12,14,3,6
2025-5014,Shanghai,Hard,96,M,20250924,,200473,,,Valentin Vacherot,R,193,MON,26.856,202,263,126239,,,Arthur Rinderknech,R,196,FRA,30.174,54,932,4-6 6-3 6-3,3,F,134,8,1,72,49,38,17,14,0,1,11,1,89,63,43,14,14,11,14
2025-429,Stockholm,Hard,28,A,20251013,1,207985,,,Jacob Fearnley,R,183,GBR,24.246,81,764,134868,5,,Tallon Griekspoor,R,188,NED,29.281,27,1615,6-3 6-7(6) 7-6(5),3,R32,164,6,5,101,58,45,26,16,2,3,12,3,113,78,56,15,17,4,7
2025-429,Stockholm,Hard,28,A,20251013,2,200175,,,Miomir Kecmanovic,R,183,SRB,26.119,49,1066,124186,6,,Alexandre Muller,R,183,FRA,28.695,43,1165,6-4 6-1,3,R32,83,2,2,46,32,22,7,8,3,5,1,1,64,39,23,6,9,9,15
2025-429,Stockholm,Hard,28,A,20251013,3,200624,,,Sebastian Korda,R,196,USA,25.273,60,920,200615,7,,Alexei Popyrin,R,196,AUS,26.19,48,1090,6-7(4) 6-1 6-3,3,R32,143,13,4,92,51,34,24,14,3,6,9,5,112,73,46,12,14,13,20
2025-429,Stockholm,Hard,28,A,20251013,4,209863,,,Leo Borg,R,183,SWE,22.415,622,57,124116,,,Sebastian Ofner,R,191,AUT,29.421,140,463,6-3 6-4,3,R32,75,2,4,65,42,31,15,10,1,1,5,2,52,26,23,12,9,1,3
2025-429,Stockholm,Hard,28,A,20251013,5,111200,,,Elias Ymer,R,185,SWE,29.509,243,225,144707,,,Mikael Ymer,R,185,SWE,27.094,617,57,6-2 7-6(4),3,R32,90,12,3,63,37,30,15,10,1,1,3,5,69,43,30,13,10,2,4
2025-429,Stockholm,Hard,28,A,20251013,6,105227,,,Marin Cilic,R,198,CRO,37.04,92,684,149282,,,Nicolai Budkov Kjaer,R,191,NOR,19.116,136,473,7-5 6-3,3,R32,93,12,2,59,34,29,16,11,0,0,2,2,71,33,27,19,10,5,7
2025-429,Stockholm,Hard,28,A,20251013,7,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.24,63,880,210136,,,Mark Lajal,R,191,EST,22.423,149,423,7-6(5) 6-7(5) 6-3,3,R32,175,9,2,104,73,50,18,16,2,5,8,2,100,61,47,18,17,4,9
2025-429,Stockholm,Hard,28,A,20251013,8,111794,,,Kamil Majchrzak,R,183,POL,29.749,75,818,209209,,,Filip Misolic,R,180,AUT,24.181,95,663,6-2 6-2,3,R32,80,2,3,59,31,24,14,8,7,7,1,3,60,37,19,10,8,2,6
2025-429,Stockholm,Hard,28,A,20251013,9,126610,,,Matteo Berrettini,R,196,ITA,29.503,61,905,206748,,,Giulio Zeppieri,L,183,ITA,23.849,160,362,6-4 6-2,3,R32,80,6,2,61,33,26,13,9,4,5,5,2,50,35,22,6,9,4,8
2025-429,Stockholm,Hard,28,A,20251013,10,206499,,,Aleksandar Kovacevic,R,183,USA,27.124,69,862,200116,8,,Camilo Ugo Carabelli,R,185,ARG,26.324,50,1053,4-6 7-5 4-0 RET,3,R32,124,13,3,89,59,39,15,13,7,10,3,2,77,44,30,14,13,4,9
2025-429,Stockholm,Hard,28,A,20251013,11,105916,,,Marton Fucsovics,R,188,HUN,33.678,55,986,207411,,,Jesper de Jong,R,180,NED,25.369,82,760,6-1 6-2,3,R32,66,3,2,51,32,24,9,7,4,5,2,6,41,25,10,6,8,0,6
2025-429,Stockholm,Hard,28,A,20251013,12,132283,,,Lorenzo Sonego,R,191,ITA,30.426,47,1105,209259,,,Arthur Fery,R,175,GBR,23.255,221,251,6-4 6-2,3,R32,96,3,1,60,44,33,7,9,3,4,0,2,60,28,14,18,9,8,12
2025-429,Stockholm,Hard,28,A,20251013,13,133430,3,,Denis Shapovalov,L,185,CAN,26.497,23,1838,209863,,,Leo Borg,R,183,SWE,22.415,622,57,6-2 5-7 6-1,3,R16,128,6,8,78,47,39,12,13,4,7,0,6,104,63,35,16,14,11,18
2025-429,Stockholm,Hard,28,A,20251013,14,134770,2,,Casper Ruud,R,183,NOR,26.809,12,2945,105227,,,Marin Cilic,R,198,CRO,37.04,92,684,7-6(2) 6-4,3,R16,109,7,1,51,35,32,11,11,0,1,8,4,96,52,35,20,11,3,5
2025-429,Stockholm,Hard,28,A,20251013,15,200624,,,Sebastian Korda,R,196,USA,25.273,60,920,111794,,,Kamil Majchrzak,R,183,POL,29.749,75,818,6-4 4-6 7-5,3,R16,153,10,5,101,56,46,22,16,9,10,3,1,124,77,52,24,16,10,12
2025-429,Stockholm,Hard,28,A,20251013,16,200005,4,,Ugo Humbert,L,188,FRA,27.299,25,1725,126610,,,Matteo Berrettini,R,196,ITA,29.503,61,905,7-6(5) 6-3,3,R16,92,4,2,59,40,32,13,10,0,0,9,2,65,41,31,12,11,0,2
2025-429,Stockholm,Hard,28,A,20251013,17,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.24,63,880,200175,,,Miomir Kecmanovic,R,183,SRB,26.119,49,1066,6-4 4-6 6-3,3,R16,143,19,4,117,80,61,13,15,9,11,8,2,74,42,33,16,14,2,5
2025-429,Stockholm,Hard,28,A,20251013,18,132283,,,Lorenzo Sonego,R,191,ITA,30.426,47,1105,206499,,,Aleksandar Kovacevic,R,183,USA,27.124,69,862,7-6(3) 6-1,3,R16,84,5,1,62,40,31,16,10,1,1,7,4,52,28,20,11,9,1,3
2025-429,Stockholm,Hard,28,A,20251013,19,111200,,,Elias Ymer,R,185,SWE,29.509,243,225,207985,,,Jacob Fearnley,R,183,GBR,24.246,81,764,6-2 6-2,3,R16,75,4,2,46,31,25,9,8,2,2,1,7,51,30,19,7,8,3,7
2025-429,Stockholm,Hard,28,A,20251013,20,208029,1,,Holger Rune,R,188,DEN,22.459,11,3090,105916,,,Marton Fucsovics,R,188,HUN,33.678,55,986,6-4 6-4,3,R16,108,6,2,70,47,32,13,10,8,9,1,0,68,42,26,13,10,7,10
2025-429,Stockholm,Hard,28,A,20251013,21,208029,1,,Holger Rune,R,188,DEN,22.459,11,3090,144869,,,Tomas Martin Etcheverry,R,196,ARG,26.24,63,880,6-7(4) 6-3 6-4,3,QF,153,12,8,81,48,40,17,15,2,5,7,3,120,81,52,16,16,3,9
2025-429,Stockholm,Hard,28,A,20251013,22,200005,4,,Ugo Humbert,L,188,FRA,27.299,25,1725,132283,,,Lorenzo Sonego,R,191,ITA,30.426,47,1105,6-7(3) 6-0 6-3,3,QF,163,8,1,110,74,48,24,13,12,12,2,4,90,59,39,16,14,4,9
2025-429,Stockholm,Hard,28,A,20251013,23,134770,2,,Casper Ruud,R,183,NOR,26.809,12,2945,200624,,,Sebastian Korda,R,196,USA,25.273,60,920,6-7(5) 6-4 6-4,3,QF,150,11,3,100,58,46,24,16,6,7,14,4,109,67,48,22,16,0,3
2025-429,Stockholm,Hard,28,A,20251013,24,133430,3,,Denis Shapovalov,L,185,CAN,26.497,23,1838,111200,,,Elias Ymer,R,185,SWE,29.509,243,225,6-4 6-7(3) 6-1,3,QF,156,5,3,91,60,40,18,15,3,6,2,2,107,64,42,16,14,8,14
2025-429,Stockholm,Hard,28,A,20251013,25,200005,4,,Ugo Humbert,L,188,FRA,27.299,25,1725,208029,1,,Holger Rune,R,188,DEN,22.459,11,3090,4-6 2-2 RET,3,SF,83,2,2,47,27,20,9,7,3,5,4,3,52,30,23,9,7,5,6
2025-429,Stockholm,Hard,28,A,20251013,26,134770,2,,Casper Ruud,R,183,NOR,26.809,12,2945,133430,3,,Denis Shapovalov,L,185,CAN,26.497,23,1838,6-3 6-4,3,SF,79,2,1,63,41,34,9,10,4,5,6,4,54,33,23,9,9,3,6
2025-429,Stockholm,Hard,28,A,20251013,27,134770,2,,Casper Ruud,R,183,NOR,26.809,12,2945,200005,4,,Ugo Humbert,L,188,FRA,27.299,25,1725,6-2 6-3,3,F,66,2,0,39,24,22,14,9,0,0,5,1,49,34,20,7,8,3,6
2025-7485,Brussels,Hard,28,A,20251013,1,126127,,,Benjamin Bonzi,R,183,FRA,29.344,53,1005,124187,,,Reilly Opelka,R,211,USA,28.126,62,895,6-4 6-4,3,R32,69,7,1,52,35,31,11,10,0,0,13,2,54,39,29,5,10,1,3
2025-7485,Brussels,Hard,28,A,20251013,2,106218,,,Marcos Giron,R,180,USA,32.222,54,1000,208233,,,Mattia Bellucci,L,175,ITA,24.367,71,837,6-3 6-4,3,R32,78,10,0,55,38,31,11,10,1,1,5,3,63,43,29,8,9,2,4
2025-7485,Brussels,Hard,28,A,20251013,3,207681,,,Francisco Comesana,R,178,ARG,25.018,68,867,105676,,,David Goffin,R,180,BEL,34.85,105,609,7-6(5) 6-4,3,R32,95,9,2,70,42,33,13,11,2,4,5,6,63,30,22,15,11,0,3
2025-7485,Brussels,Hard,28,A,20251013,4,208659,5,,Giovanni Mpetshi Perricard,R,203,FRA,22.267,37,1365,200325,,,Emil Ruusuvuori,R,188,FIN,26.533,608,58,7-6(4) 6-7(5) 6-4,3,R32,128,39,6,109,79,65,18,17,4,4,22,2,97,67,53,21,17,1,2
2025-7485,Brussels,Hard,28,A,20251013,5,R0EB,,,Valentin Royer,R,188,FRA,24.375,70,847,202104,6,,Sebastian Baez,R,170,ARG,24.791,44,1155,6-2 6-3,3,R32,74,5,0,45,30,26,11,9,1,1,2,2,58,44,25,7,8,8,11
2025-7485,Brussels,Hard,28,A,20251013,6,211451,,,Gilles Arnaud Bailly,R,180,BEL,20.066,247,221,127157,,,Daniel Altmaier,R,188,GER,27.086,51,1048,6-4 6-7(10) 6-3,3,R32,158,1,2,110,71,56,19,16,10,11,19,7,92,60,49,12,15,4,7
2025-7485,Brussels,Hard,28,A,20251013,7,208118,,,Eliot Spizzirri,R,185,USA,23.806,111,563,124079,,,Pedro Martinez,R,185,ESP,28.465,89,718,6-4 6-1,3,R32,77,5,2,47,28,27,10,9,0,0,3,1,49,31,20,6,8,1,4
2025-7485,Brussels,Hard,28,A,20251013,8,122298,,,Botic van de Zandschulp,R,191,NED,30.026,86,727,211663,7,,Joao Fonseca,R,188,BRA,19.146,45,1129,7-5 7-6(2),3,R32,122,15,3,72,48,42,9,12,2,4,5,3,96,56,37,18,12,5,8
2025-7485,Brussels,Hard,28,A,20251013,9,209920,,,Raphael Collignon,R,191,BEL,23.748,90,713,200267,8,,Zizou Bergs,R,185,BEL,26.363,39,1299,6-4 7-6(5),3,R32,119,8,8,74,52,44,7,11,3,4,5,6,82,40,29,24,11,6,8
2025-7485,Brussels,Hard,28,A,20251013,10,105932,,,Nikoloz Basilashvili,R,185,GEO,33.637,101,642,111460,,,Quentin Halys,R,191,FRA,28.964,77,789,6-4 6-4,3,R32,82,7,1,66,44,37,11,10,6,6,12,3,66,43,33,7,10,6,8
2025-7485,Brussels,Hard,28,A,20251013,11,106000,,,Damir Dzumhur,R,175,BIH,33.399,67,868,C0NB,,,Federico Cina,R,185,ITA,18.541,226,247,6-7(5) 6-2 7-6(3),3,R32,163,4,0,93,67,56,15,16,2,3,7,3,139,92,61,21,16,9,12
2025-7485,Brussels,Hard,28,A,20251013,12,105870,,,Yannick Hanfmann,R,193,GER,33.916,139,464,208286,,,Matteo Arnaldi,R,185,ITA,24.638,74,818,6-7(4) 6-4 6-4,3,R32,150,16,1,95,63,49,21,16,2,3,11,1,102,70,52,15,16,1,4
2025-7485,Brussels,Hard,28,A,20251013,13,208118,,,Eliot Spizzirri,R,185,USA,23.806,111,563,122298,,,Botic van de Zandschulp,R,191,NED,30.026,86,727,7-5 6-0,3,R16,74,10,0,46,41,32,4,9,0,0,3,5,58,32,16,13,9,1,5
2025-7485,Brussels,Hard,28,A,20251013,14,207518,1,,Lorenzo Musetti,R,185,ITA,23.614,8,3645,105870,,,Yannick Hanfmann,R,193,GER,33.916,139,464,7-6(3) 7-5,3,R16,97,6,1,67,44,37,16,12,0,0,3,2,68,44,39,11,12,0,1
2025-7485,Brussels,Hard,28,A,20251013,15,208103,3,,Jiri Lehecka,R,185,CZE,23.929,17,2415,211451,,,Gilles Arnaud Bailly,R,180,BEL,20.066,247,221,6-3 6-2,3,R16,74,11,0,46,36,30,7,9,1,1,0,1,57,37,20,10,8,3,6
2025-7485,Brussels,Hard,28,A,20251013,16,126127,,,Benjamin Bonzi,R,183,FRA,29.344,53,1005,R0EB,,,Valentin Royer,R,188,FRA,24.375,70,847,7-6(3) 4-6 6-1,3,R16,127,10,1,80,52,46,16,15,1,2,11,0,96,60,40,19,14,3,5
2025-7485,Brussels,Hard,28,A,20251013,17,200221,4,,Alejandro Davidovich Fokina,R,180,ESP,26.357,20,2260,106218,,,Marcos Giron,R,180,USA,32.222,54,1000,6-7(5) 6-1 6-4,3,R16,134,5,0,99,71,54,15,15,3,4,14,1,90,53,40,18,14,6,10
2025-7485,Brussels,Hard,28,A,20251013,18,209920,,,Raphael Collignon,R,191,BEL,23.748,90,713,207681,,,Francisco Comesana,R,178,ARG,25.018,68,867,7-5 3-6 7-6(10),3,R16,156,8,3,98,71,58,10,16,1,2,10,2,113,84,64,14,17,1,2
2025-7485,Brussels,Hard,28,A,20251013,19,200000,2,,Felix Auger-Aliassime,R,193,CAN,25.18,13,2905,106000,,,Damir Dzumhur,R,175,BIH,33.399,67,868,7-6(3) 4-6 7-6(5),3,R16,173,22,1,105,73,57,17,17,0,2,0,2,139,105,71,20,17,13,14
2025-7485,Brussels,Hard,28,A,20251013,20,208659,5,,Giovanni Mpetshi Perricard,R,203,FRA,22.267,37,1365,105932,,,Nikoloz Basilashvili,R,185,GEO,33.637,101,642,7-5 RET,3,R16,44,10,2,28,23,22,2,6,0,0,0,2,33,19,13,10,6,0,1
2025-7485,Brussels,Hard,28,A,20251013,21,208659,5,,Giovanni Mpetshi Perricard,R,203,FRA,22.267,37,1365,207518,1,,Lorenzo Musetti,R,185,ITA,23.614,8,3645,6-4 7-6(8),3,QF,83,12,1,62,49,43,8,11,0,0,4,3,69,53,40,9,11,2,3
2025-7485,Brussels,Hard,28,A,20251013,22,208103,3,,Jiri Lehecka,R,185,CZE,23.929,17,2415,126127,,,Benjamin Bonzi,R,183,FRA,29.344,53,1005,6-7(8) 6-1 4-1 RET,3,QF,114,12,0,67,49,43,10,12,0,0,6,2,88,57,37,14,12,4,8
2025-7485,Brussels,Hard,28,A,20251013,23,209920,,,Raphael Collignon,R,191,BEL,23.748,90,713,200221,4,,Alejandro Davidovich Fokina,R,180,ESP,26.357,20,2260,7-6(5) 6-1,3,QF,107,12,10,75,54,44,8,10,3,3,5,3,73,59,39,6,9,4,6
2025-7485,Brussels,Hard,28,A,20251013,24,200000,2,,Felix Auger-Aliassime,R,193,CAN,25.18,13,2905,208118,,,Eliot Spizzirri,R,185,USA,23.806,111,563,6-2 7-6(6),3,QF,99,11,2,73,49,40,10,10,3,4,5,1,65,49,31,9,10,4,7
2025-7485,Brussels,Hard,28,A,20251013,25,208103,3,,Jiri Lehecka,R,185,CZE,23.929,17,2415,208659,5,,Giovanni Mpetshi Perricard,R,203,FRA,22.267,37,1365,7-6(3) 7-6(7),3,SF,89,11,0,67,48,44,16,12,0,0,19,1,81,66,55,6,12,2,2
2025-7485,Brussels,Hard,28,A,20251013,26,200000,2,,Felix Auger-Aliassime,R,193,CAN,25.18,13,2905,209920,,,Raphael Collignon,R,191,BEL,23.748,90,713,7-6(2) 6-4,3,SF,105,8,1,69,51,40,11,11,0,0,5,4,74,52,35,13,11,2,3
2025-7485,Brussels,Hard,28,A,20251013,27,200000,2,,Felix Auger-Aliassime,R,193,CAN,25.18,13,2905,208103,3,,Jiri Lehecka,R,185,CZE,23.929,17,2415,7-6(2) 6-7(6) 6-2,3,F,154,17,1,101,84,66,12,16,3,3,10,3,113,72,54,21,16,4,6
2025-9410,Almaty,Hard,28,A,20251013,1,210506,6,,Alex Michelsen,R,193,USA,21.133,36,1365,202320,,,Beibit Zhukayev,R,198,KAZ,25.002,237,235,6-2 6-3,3,R32,72,3,2,63,46,29,11,9,2,3,6,4,47,29,18,5,8,3,7
2025-9410,Almaty,Hard,28,A,20251013,2,208278,,,Shintaro Mochizuki,R,175,JPN,22.366,102,636,209070,,,Arthur Cazaux,R,183,FRA,23.14,58,952,6-4 6-4,3,R32,89,3,4,64,33,26,19,10,2,2,9,0,56,41,31,5,10,1,3
2025-9410,Almaty,Hard,28,A,20251013,3,105526,,,Jan-Lennard Struff,R,193,GER,35.469,98,648,111456,,,Mackenzie McDonald,R,178,USA,30.494,99,646,2-6 6-3 6-4,3,R32,85,9,2,74,54,42,12,14,3,5,6,2,65,48,40,7,13,0,2
2025-9410,Almaty,Hard,28,A,20251013,4,206909,5,,Brandon Nakashima,R,188,USA,24.194,34,1430,209098,,,Hamad Medjedovic,R,188,SRB,22.24,64,877,7-6(5) 6-2,3,R32,82,11,0,59,44,35,11,10,3,3,7,1,71,47,35,12,10,2,4
2025-9410,Almaty,Hard,28,A,20251013,5,208014,,,Rinky Hijikata,R,178,AUS,24.635,114,558,207608,,,Timofey Skatov,R,173,KAZ,24.726,236,238,7-6(3) 2-6 6-3,3,R32,134,6,2,101,67,42,20,15,8,12,4,1,79,54,39,14,14,4,7
2025-9410,Almaty,Hard,28,A,20251013,6,207686,,,Alexander Shevchenko,R,188,KAZ,24.871,91,687,111513,,,Laslo Djere,R,188,SRB,30.366,79,776,7-6(1) 7-6(12),3,R32,126,10,3,91,61,53,13,12,1,2,3,2,97,63,46,20,12,2,3
2025-9410,Almaty,Hard,28,A,20251013,7,126846,,,Aleksandar Vukic,R,188,AUS,29.52,84,733,209916,,,Marko Topo,R,185,GER,22.084,277,196,6-4 3-6 6-1,3,R32,124,8,1,79,44,34,17,13,2,4,2,3,100,50,30,26,13,13,17
2025-9410,Almaty,Hard,28,A,20251013,8,200443,,,Adam Walton,R,183,AUS,26.491,76,796,209262,,,Tristan Schoolkate,R,183,AUS,24.627,96,662,7-6(4) 6-7(3) 6-2,3,R32,145,10,1,110,80,60,16,16,6,7,18,5,96,61,50,16,16,2,5
2025-9410,Almaty,Hard,28,A,20251013,9,209113,7,,Gabriel Diallo,R,203,CAN,24.052,35,1368,O0E7,,,Amir Omarkhanov,R,180,KAZ,17.906,1137,10,6-3 6-1,3,R32,62,5,2,37,27,25,7,8,0,0,2,1,59,34,21,10,8,7,11
2025-9410,Almaty,Hard,28,A,20251013,10,144895,8,,Corentin Moutet,L,180,FRA,26.486,41,1243,106071,,,Bernard Tomic,R,196,AUS,32.977,181,312,6-1 7-6(9),3,R32,112,5,3,84,52,40,17,10,4,4,1,1,80,55,34,13,9,6,8
2025-9410,Almaty,Hard,28,A,20251013,11,105902,,,James Duckworth,R,183,AUS,33.728,138,465,200259,,,Ugo Blanchet,R,175,FRA,26.771,150,420,6-3 6-4,3,R32,74,9,1,57,29,24,19,10,2,2,7,0,55,35,25,10,9,6,8
